tweet text,location
@realDonaldTrump followers are no better than @BarackObama followers. #MindlessFools https://t.co/2QzOXI3iZv,MD
Seriously?? Who the hell would still vote for @realDonaldTrump to be POTUS? #WiseUp  https://t.co/HICFTdodFh,NY
"RT @RogerRamJet1776: Here's the impression the Trump supporters have left with me recently, most specifically the NR bit: https://t.co/GawC…",FL
RT @WilcoxNMP: Attacking Trump as insufficiently conservative is besides the point. Here's a better strategy: https://t.co/PnjdZ9848z,WA
@baseballcrank the whole trump isnt successful argument irritates hell out of people. Some of his positions are absurd. But not successful,CO
RT @Victoria41768: @realDonaldTrump @glennbeck This coming from a person such as yourself who.gave $ to the Clintons. #DumpTrump,OR
"RT @MattWalshBlog: The issue isn't the joke, it's that he openly called his fans brainwashed lemmings. Granted, he's correct https://t.co/5…",TN
RT @MADE__USA: TRUMP TRUMP TRUMP https://t.co/UXXbUZXKpZ,WA
RT @HillaryClinton: We’ve come too far to let Republicans take us back. The fight for women’s reproductive rights is far from over. https:/…,MN
RT @longgonedaddy: Well GOP establishment is all about a big tent. National Review crew? Circular firing squad? https://t.co/qPtoh3Gjei,FL
News from TIME: Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/qC3wBDkRoY,NY
"And it happens all the time in the USA,  the GOP for instance.   https://t.co/SLMC0MBpa9",NY
RT @People4Bernie: Remember #ImWithHer fam. You're signing up to support a person. We're a movement. #FeelTheBern #MarchForBernie  https://…,WI
"Western Fucking Governments, Leave #Syria alone, Colonial Imperialist fucks ... Trump: I could shoot a person and n… https://t.co/wO0hAskxXM",WA
RT @marleyluke: #MarchForBernie happening NOW w/ @bernie_pdx Come #FeelTheBern  @ Pioneer Square!! https://t.co/JwyIEDnh9K,KY
@jimgeraghty @KatrinaPierson What about Trump's born in Scotland?,VA
"@realDonaldTrump @ron_fournier. President Bernie Sanders. (Just getting used to it) ""Wow, better than President Donald Trump."" #Bernie2016",AZ
"Hating these numbers, really republicans? https://t.co/zBoLqw5Veo",VA
"RT @Libertea2012: When @BernieSanders says that
he is a Democratic Socialist,
this is what he means:
#FeelTheBern #UniteBlue
#p2 #1u http:/…",TX
RT @JohnFugelsang: Donald Trump could perform unsterilized rectal surgery on vets while clubbing baby seals on 5th avenue &amp; still not alien…,CA
RT @spandakolis22: @BernieSanders @SenSanders has been fighting the establishment for the last 50 years https://t.co/kGDAixj1l7 #FeelTheBer…,AZ
RT @texacalirose: Ditto John Derbyshire https://t.co/KmsTGV6vzC,CA
"RT @JenniferJJacobs: Warm-up acts in Iowa today:
Rubio: state Sen Jack Whitver
Cruz: US Rep Steve King
Trump trumps them both by long shot:…",GA
RT @StudyingLiberty: .@Brenkoski Here's Trump saying he identifies more as a Democrat. https://t.co/hpHnbRNY8k,NY
"""The leader of that move for amnesty...was @marcorubio,"" says @tedcruz. #IACaucus https://t.co/WRDyMijqK9",NY
"""The leader of that move for amnesty...was @marcorubio,"" says @tedcruz. #IACaucus https://t.co/WRDyMijqK9",NY
"""The biggest political divide in our country is not bw Rs&amp; Ds, it is bw career politicians in both parties &amp; the American People."" @tedcruz",CO
"RT @HillaryClinton: To all the #Hillary2016 volunteers canvassing in the cold today: you are champions! 

(📷: @adinofacollege) https://t.co…",VT
@HillaryClinton Add the USPS to the TO DO list. It's criminal that GOP is being allowed to destroy this profitable institution!,NM
Charlie Baker's Quandary: Can He Stay Silent On The GOP Presidential Race? https://t.co/zxss3nPUUC #mapoli @charliebakerma @massgop,MA
RT @DeborahLitalien: @nanjmay6478 @ironman196649 @andersonranchtx @PlaysTrumpCard @CarmineZozzora I don't drink u asshole n Trump is the man,AZ
I'm assuming that quote came from MSNBC. At least the republican candidates have a black person in the running.  https://t.co/GsSiFXqarg,MA
"""Hold me accountable. Hold all of us accountable"" @TedCruz",PA
RT @for_hillary: Women will not be asked to wait again. We don't have that luxury. The GOP are systematically tearing our rights up. #ImWit…,CT
RT @DianaChic1: @_HankRearden @ScottBLG #TedCruz is a Fraud. You read through and tell me if you walk away feeling warm and fuzzy https://t…,NJ
Cruz attacks @MarcoRubio directly over the Gang of Eight immigration bill. @TedCruz #iacaucus,IA
RT @LibertysArmyJr: I respectfully disagree w/ my friends who prefer @realDonaldTrump for president. I won't call them hateful &amp; stupid as …,TX
What Southern state could she win on the Republican side and who is going to vote for her from the Democratic... https://t.co/7mPdIA9i0d,FL
RT @cd_hooks: Ok let's get weirder https://t.co/29SEPI6nFD https://t.co/awBO0mB59a,TX
RT @theblaze: '@GlennBeck endorses @tedcruz for president https://t.co/kWT5S5sF5q,OH
"He forgot to add, ""You people are so dumb.."" Trump says he 'could shoot somebody' and not lose voters https://t.co/ywxfJzDwXv via @TIME",CA
"The only Trump supporters I met are registered Democrats.
https://t.co/WeSSSdOxaK",WA
"RT @AbigailCBN: 2500+ fired up @tedcruz supporters in Ankeny, ia #cbn2016 #iowa2016 https://t.co/j2mb4y87ca",WA
"RT @AbigailCBN: 2500+ fired up @tedcruz supporters in Ankeny, ia #cbn2016 #iowa2016 https://t.co/j2mb4y87ca",MD
I remember hearing @Morning_Joe saying that. https://t.co/yxjol46H1v,CA
"RT @stephenfhayes: A typical Trump boast, but almost feels like he's mocking his own supporters with this one.
https://t.co/XxGMImhxkk",TX
RT @czonevet: The entire State Of Iowa is going to need traffic control &amp; crossing guards on Caucus Day. https://t.co/6O2a70kiEe,CA
"@jimgeraghty 
@tedcruz 
He'll leave that for those on the terrorist watch list and the mentally ill bc he's a coward to do anything abt it.",TX
"RT @sweetliberty001: “It’s clear cut that you are either with the establishment or you are with Ted Cruz. That is the new reality,” 
Brent …",TX
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters via https://t.co/WYkLPRD6Oy https://t.co/vZ4HLrWtZJ https://t.co/F2vDuBkBr5,NY
"RT @DanScavino: AMAZING turnout in IOWA for @realDonaldTrump. #FITN
#Trump2016 🇺🇸🇺🇸🇺🇸🇺🇸
#IACaucus locations👉https://t.co/6oKGW4gtvt https:/…",NY
This is now taking a Texas angle. @robertjeffress is leading a prayer at the @realDonaldTrump rally. @pauljweber,TX
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/ljhMjx07K5,NY
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/ljhMjx07K5,NY
After Trump's statement he could shoot anyone and still get elected is scary. He's thinks he's above U.S. laws? https://t.co/E86n9vqYCo,CA
"RT @marklevinshow: Nationally, Trump at 34, Cruz at 20, birther attack going nowhere https://t.co/Cs35pyRAO8",TX
"RT @MSNBC: Trump says his base is so loyal, he could ""shoot somebody"" and not lose voters: https://t.co/QBJK6NxSQE (Pic: Getty) https://t.c…",NJ
"RT @AbigailCBN: 2500+ fired up @tedcruz supporters in Ankeny, ia #cbn2016 #iowa2016 https://t.co/j2mb4y87ca",FL
"@FrankyMarble @AnnCoulter @realDonaldTrump Yes, That GREATLY troubles me! My 19yr. twins &amp; 21yr. futures are on the line!  #Rubio2016",NC
"RT @KristenSkrenes: If the government has control over your healthcare, they own you. Obamacare must be repealed. #CruzCrew  https://t.co/P…",TX
@peterdaou @HillaryClinton I don't feel guilty but I'd like to not be disparaged for it. I'm a realist and a D. #ImWithHer #VoteBlue,CA
@theblaze @glennbeck @tedcruz In 50 years no one will remember either of them.,FL
"Spokeswoman for @realDonaldTrump, folks. You can't make this up. #GOPclowncar https://t.co/NqC6rYCkpi",MA
RT @NCForBernie: . #MarchForBernie - A Sign of Bernie Sanders' Success?https://t.co/Bw3NvnDjFV #FeelTheBern #Bernie2016,IL
Trump Promises ‘Great Management’ — We Need Limited Government https://t.co/avEOSz3LWZ,NY
U just got yourself blocked  https://t.co/BcI6UNWEPF,IL
Exactly!👏👏👏 https://t.co/jMm3tMfvuL,VA
RT @ThisizHitmaker: When Donald Trump becomes president....  Don't anyone say shit to me on that boat ride back to Africa.....,TX
"RT @Nakko60: @CNN @BernieSanders @smerconish Funny, but Garfunkel's endorsement of Sanders probably carries more weight than Graham's endor…",NY
"@realDonaldTrump ""When I'm president there won't be any snowstorms. I will build a giant wall to the north and deport all the illegal snow.""",IL
"RT @AFP: As Trump, Cruz battle for Iowa, Republican civil war brews https://t.co/Y3eaSizRGN by @ivancouronne https://t.co/6iLAnSaK8B",TX
"Faintest of faint praise. @tedcruz calls @marcorubio ""charming.""",TX
"RT @WDRBNews: Donald Trump said today that if he shot someone, he wouldn't lose voters: https://t.co/CKUkXcctFE https://t.co/hO9EMfOEHn",KY
RT @ShaunKing: @JulianDarius @BernieSanders @NYDailyNews we can do this Julian! Let's roll brother.,OR
"#DonaldTrump for President? Ah, yes, another triumph of the reptile brain in US politics. https://t.co/0j6FtiafN3 https://t.co/ovvBbymuJv",NY
"@JoyAnnReid You can't fix stupid &amp; Palin has a history of damaging any political person she hangs with. She's the ""Typhoid Mary"" of the GOP",CA
RT @jonathanchait: A brief reminder that the non-Trump Republican view of the Obama presidency remains totally detached from reality https:…,TX
"RT @WayneDupreeShow: Donald Trump Iowa campaign rally, Saturday 4pm ET - Pella, IA (Watch and Chat) https://t.co/esvihfXvVr #trump2016 #tru…",SC
@magicmatthunter  whats going on???? https://t.co/NwzKPJzhJ6,TX
RT @Ricky_Vaughn99: This is a bad tweet. Cruz spends all that effort to be White-presenting and then Glenn ruins it. https://t.co/muoqyf9AeI,CA
"RT @jstines3: Only ONE CANDIDATE points directly to CONSTITUTION every time: TED CRUZ! 
#WakeUpAmerica #CruzCrew #PJNET #TCOT https://t.co/…",MO
RT @DanScavino: LIVE on #Periscope: .@realDonaldTrump in #Iowa! YUGE turnout for #Trump2016 #TeamTrump! #MakeAmericaGreatAgain  https://t.c…,NY
"RT @immigrant4trump: @immigrant4trump Jerry Falwell Jr. story about Trump ""Generosity""
watch 👉https://t.co/VcQ8OecqGI #Trump2016 #Iowa http…",CA
RT @glennbeck: .@HillaryClinton should be in prison,TX
@FoxNews @realDonaldTrump @tedcruz @marcorubio @ANHQDC Where is Patacki% or Paul % or Fiona % or C2 % are they still running?,NJ
"RT @JohnRiversToo: Cruz is in my Final 2.
I'll just try to pretend this whole Beck thing never happened. https://t.co/rdXj8yR7wX",MS
"RT @DanScavino: .@realDonaldTrump even dominates in a National Review poll. #Trump2016
#TrumpTrain🚂🇺🇸🇺🇸🇺🇸🇺🇸
https://t.co/HUTMr1zPz8 https:/…",VA
I believe b0 could murder &amp; he wouldn't lose voters. I also believe trump could shoot some1 on 5th &amp; wouldn't lose voters #NoJoke @BertmcdRm,AZ
RT @ShaunKing: @CouncilmanRice @BernieSanders we can win Jared!,OR
RT @jim_newell: The truest thing said this century https://t.co/GPBmxoVeWe,CA
@amychozick @HillaryClinton Does this mean they did not donate to her campaign?,AL
Robert Jeffress now speaking before Trump,WA
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/lk3vHIkrlX https://t.co/pN292gD0Cc,FL
"RT @asdhytgasfhuho1: .@GlennBeck tells  9/11 victims to shut up .
#Trump
https://t.co/WViHVUVk36",CA
Have you ever wonder if Donald Trump parts his pubic hair the same way,VT
"RT @ByronTau: Please poll this, @ppppolls. https://t.co/p4HHRJqRjd",OR
RT @tponews: Seasoned petition-organizers at National Review have failed again with their attack on Trump! #MakeAmericaGreatAgain https://t…,AZ
@TIME @LeoDiCaprio should #FeelTheBern and campaign for @BernieSanders if he wants that to happen. #MarchForBernie #Bernie2016,SC
"RT @HillaryClinton: To all the #Hillary2016 volunteers canvassing in the cold today: you are champions! 

(📷: @adinofacollege) https://t.co…",NV
"RT @FrankConniff: Trump says ""I could stand in the middle of 5th avenue and shoot people and I wouldn’t lose voters."" I agree with him. His…",NE
"RT @CouncilmanRice: @ShaunKing @BernieSanders As the first elected official in Westchester (Hillary's home county) to get on board, I am su…",OR
Jennifer Rubin Super kikess in favor of White Genocide comes out for National Review against Donald Trump. https://t.co/UoIguYD7Nk,VA
RT @Mimzy122: Translate this enthusiasm into a win for Bernie in Iowa! Phone bank to Iowa tomorrow! https://t.co/NdnYNoIbmv #WeAreBernie,AZ
RT @conservativedev: #CruzCrew RT TheBlazeNOW: BREAKING: GlennBeck formally endorses TedCruz for president whil… https://t.co/2nASatN1kx ht…,TX
RT @VoteMattSchultz: .@glennbeck endorses @tedcruz for President!!! https://t.co/ozsOcDJMLA,FL
RT @DayJojo771980: Hillary has more experience in govt than GOP and Bernie put together.  Because she is a true leader.  Strength! https://…,TX
"Glen, He's a full blooded Canadian. Not a Latino. Trump has his Birth records. https://t.co/FpgBmET5zN",FL
"@ChuckNellis @JaredWyand so even if Cruz comes out and says Trump has my vote, you're gonna be like ""fuck you, Ted - sellout, NO TRUMP!""",IL
Donald Trump Says He ‘Could Shoot Somebody’ and Not Lose Voters https://t.co/2x7Ka8lWpF,NY
@williebosshog Thought the whole family was behind @tedcruz.,PA
"For anyone #BernedOut , please stop living in the 90s. #FeelTheBern #HillaryClinton https://t.co/e0Qm1PFlnz",WA
".@tedcruz: ""There's another candidate in this race who talks quite a bit about immigration — and everything else.""",TX
RT @glennbeck: .@HillaryClinton should be in prison,NJ
RT @123theband: @MargsCrawf @ShaunKing @BernieSanders there is zero difference between him and Hillary/Obama in 2016 on guns.,OR
"RT @DanScavino: LIVE on #Periscope: .@realDonaldTrump just endorsed by John Wayne's daughter, Aissa at the John Wayne Museum, #Iowa  https:…",CA
I think FBI director James Come has the moral turpitude to make the right dicision and indicts #HillaryClinton,UT
RT @JessicaSueSmith: #WeAreBernie because together we will create a future to believe in! @BernieSanders @Iowa4Bernie #IAcaucus https://t.c…,AZ
RT @T_FisherKing: @larryelder @RustyKJr @RashadDrakeford you make me laugh. And for the record OC is a GOP paradise in CA. No surprise your…,CA
"Love the picture, great endorsement #ImWithHer https://t.co/2pHPq2GeMp",TX
"22 freaky monsters nearly as scary as Donald Trump!
$3.99 or FREE on KU
#IARTG #BookBoost https://t.co/wfpZjIDKw8 https://t.co/hSd404d9b5",MA
He's a cartoon character! https://t.co/OtCvkHIcCa,NY
He's a cartoon character! https://t.co/OtCvkHIcCa,NY
RT @for_hillary: Women will not be asked to wait again. We don't have that luxury. The GOP are systematically tearing our rights up. #ImWit…,NH
Hillary cites time in situation room as proof of experience https://t.co/Pjffraoss6,FL
"""theres another candidate in this race that talks quite a bit about immigration, and everything else"" @TedCruz",PA
"Cruz on Trump: ""There's another candidate in this race who talks quite a bit about immigration – and everything else.""",WA
RT @emergecrysalis: I'm voting for @BernieSanders  because I want her to have the best possible future. #WeAreBernie #Bernie2016 https://t.…,NY
assume deer dead https://t.co/nCmAcHkQuU,NC
"RT @kristymcampbell: Dear American voters, this is what @realDonaldTrump thinks of you.  https://t.co/2fOreKpSbg",FL
"@GoCubsGoAP @Eddie_chief89 @JohnKasich I just don't think anyone with legs left but Trump, Cruz and Rubio.",FL
RT @JamiaStarheart: RT @LAWomen4Bernie: #MarchforBernie right now in New Orleans! #FeeltheBern @People4Bernie @Women4Bernie https://t.co/qv…,NY
"@BlackAmPatriot
Haha
I'll trade 74 becks, 58 levins &amp; 83 @GeorgeWill endorsements for 1 Palin
I'll through in @BillKristol for free!
#trump",NV
RT @JohnFugelsang: Donald Trump could perform unsterilized rectal surgery on vets while clubbing baby seals on 5th avenue &amp; still not alien…,CA
@mkhammer If not for the pic I'd have suspected you were at a @realDonaldTrump or @HillaryClinton rally.,MO
"RT @LitBB8: Who would you prefer as President?

RT for ya boy BB-8 ⚽️😎✊🏼
Like for @realDonaldTrump 😒 https://t.co/qN2AWMCngh",NJ
I liked a @YouTube video from @breakingbadsc2 https://t.co/7fCKoO8fGr LIVE Donald Trump Central College Pella Iowa FULL SPEECH HD,NJ
@bakerlarry84 @TheBlazeNOW @glennbeck @tedcruz -You need help bad then,TX
"RT @GRForSanders: #Bernie2016 I'm 15 years old, and I have made 517 calls to Iowa in the last 10 days. 483 more to go. https://t.co/S5QAh9m…",KY
RT @AlanColmes: Trump: ‘I could…shoot somebody’ and not ‘lose any voters’ https://t.co/3zquzrE5rl #p2,OR
